Sonde serial number                          	R3030575
Balloon release date and time                	2023-11-13T05:55:07
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C     %    °C   °   m/s     K         °          °  g/kg       m      °
1621     2.6      4862  569.8  -0.8  45.0 -11.3 274  15.7 272.8 24.994063 121.630113  2.84    9485    104
1622     2.2      4864  569.6  -0.8  45.1 -11.3 274  15.7 272.8 24.994056 121.630267  2.85    9500    104
1623     2.6      4867  569.5  -0.8  45.1 -11.3 273  15.7 272.8 24.994050 121.630422  2.85    9516    104
1624     2.9      4870  569.3  -0.9  45.3 -11.2 273  15.8 272.8 24.994043 121.630578  2.85    9531    104
1625     2.7      4872  569.1  -0.9  45.6 -11.2 273  15.8 272.7 24.994036 121.630734  2.87    9547    104
1626     1.8      4874  568.9  -0.9  46.1 -11.0 273  15.8 272.7 24.994030 121.630890  2.90    9562    104
1627     2.6      4877  568.7  -0.9  46.8 -10.9 273  15.8 272.7 24.994023 121.631047  2.94    9578    104
1628     3.0      4880  568.6  -0.9  47.7 -10.6 273  15.9 272.7 24.994017 121.631205  2.99    9593    104
1629     2.3      4882  568.4  -0.9  48.8 -10.4 273  15.9 272.7 24.994009 121.631363  3.06    9609    104
1630     2.2      4884  568.2  -1.0  50.4 -10.0 273  15.9 272.7 24.994001 121.631520  3.16    9625    104
1631     2.6      4887  568.0  -1.0  52.0  -9.6 273  16.0 272.7 24.993993 121.631676  3.25    9640    104
1632     2.7      4890  567.8  -1.0  52.7  -9.4 273  16.0 272.7 24.993984 121.631832  3.30    9656    104
1633     2.3      4892  567.7  -1.0  52.1  -9.6 273  16.0 272.7 24.993976 121.631987  3.26    9671    104
1634     1.5      4893  567.5  -1.0  50.5 -10.0 273  16.1 272.7 24.993968 121.632142  3.16    9687    104
1635     3.3      4897  567.3  -1.0  48.7 -10.5 272  16.1 272.6 24.993961 121.632298  3.04    9702    104
1636     3.1      4900  567.1  -1.0  47.8 -10.7 272  16.1 272.6 24.993956 121.632454  2.98    9718    104
1637     1.9      4902  567.0  -1.1  47.7 -10.8 272  16.1 272.6 24.993952 121.632613  2.98    9733    104
1638     2.3      4904  566.8  -1.1  47.7 -10.8 272  16.2 272.6 24.993949 121.632772  2.97    9749    104
1639     3.1      4907  566.6  -1.1  47.7 -10.8 272  16.2 272.5 24.993947 121.632931  2.97    9765    104
1640     1.9      4909  566.4  -1.1  47.6 -10.8 272  16.2 272.5 24.993946 121.633092  2.96    9781    104
1641     2.6      4912  566.2  -1.1  47.4 -10.9 272  16.3 272.5 24.993942 121.633253  2.94    9796    104
1642     2.7      4914  566.1  -1.2  47.3 -11.0 272  16.3 272.5 24.993938 121.633415  2.93    9812    104
1643     3.3      4918  565.9  -1.2  47.1 -11.0 272  16.4 272.5 24.993932 121.633577  2.92    9829    103
1644     2.3      4920  565.7  -1.2  46.7 -11.1 272  16.4 272.4 24.993925 121.633738  2.89    9845    103
1645     2.1      4922  565.5  -1.2  45.9 -11.4 272  16.4 272.4 24.993919 121.633899  2.84    9860    103
1646     2.7      4925  565.3  -1.2  44.6 -11.8 272  16.5 272.4 24.993915 121.634060  2.75    9876    103
1647     2.8      4928  565.2  -1.2  43.1 -12.2 272  16.5 272.3 24.993911 121.634221  2.66    9892    103
1648     2.5      4930  565.0  -1.3  41.7 -12.6 272  16.5 272.3 24.993908 121.634384  2.57    9909    103
1649     2.4      4933  564.8  -1.3  41.0 -12.8 272  16.6 272.3 24.993906 121.634549  2.53    9925    103
1650     1.9      4934  564.6  -1.3  41.0 -12.8 272  16.6 272.3 24.993904 121.634715  2.52    9941    103
1651     2.4      4937  564.5  -1.3  40.4 -13.1 272  16.7 272.3 24.993902 121.634883  2.48    9958    103
1652     2.6      4939  564.3  -1.3  39.0 -13.5 272  16.7 272.3 24.993899 121.635050  2.40    9974    103
1653     2.5      4942  564.1  -1.3  37.9 -13.8 272  16.7 272.2 24.993895 121.635216  2.33    9991    103
1654     2.1      4944  564.0  -1.3  37.2 -14.1 272  16.8 272.2 24.993891 121.635380  2.29   10007    103
1655     2.2      4946  563.8  -1.3  36.9 -14.2 272  16.8 272.2 24.993887 121.635545  2.27   10023    103
1656     3.1      4949  563.6  -1.3  36.8 -14.2 272  16.8 272.2 24.993882 121.635710  2.26   10040    103
1657     1.7      4951  563.5  -1.3  36.9 -14.2 272  16.9 272.2 24.993878 121.635877  2.27   10056    103
1658     2.9      4954  563.3  -1.4  37.1 -14.1 272  16.9 272.2 24.993872 121.636044  2.28   10073    103
1659     1.6      4956  563.1  -1.4  37.3 -14.1 272  16.9 272.2 24.993865 121.636213  2.29   10089    103
1660     3.0      4958  563.0  -1.4  37.5 -14.0 272  17.0 272.1 24.993857 121.636383  2.30   10106    103
1661     1.8      4960  562.8  -1.4  37.6 -14.0 272  17.0 272.1 24.993849 121.636554  2.30   10123    103
1662     2.7      4963  562.6  -1.4  37.5 -14.1 271  17.0 272.1 24.993842 121.636726  2.29   10140    103
1663     2.4      4965  562.5  -1.4  37.6 -14.1 271  17.1 272.1 24.993836 121.636896  2.29   10157    103
1664     2.2      4968  562.3  -1.5  37.6 -14.1 271  17.1 272.1 24.993831 121.637067  2.30   10174    103
1665     2.5      4970  562.1  -1.5  37.8 -14.0 271  17.1 272.1 24.993828 121.637237  2.30   10191    103
1666     2.6      4973  561.9  -1.5  37.8 -14.0 271  17.1 272.0 24.993825 121.637408  2.30   10208    103
1667     2.8      4976  561.8  -1.5  37.9 -14.0 271  17.2 272.0 24.993823 121.637579  2.30   10225    103
1668     2.6      4978  561.6  -1.5  37.9 -14.0 271  17.2 272.0 24.993821 121.637751  2.30   10242    103
1669     2.7      4981  561.4  -1.5  37.8 -14.1 271  17.2 272.0 24.993819 121.637922  2.30   10259    103
1670     2.0      4983  561.2  -1.6  37.8 -14.1 271  17.2 272.0 24.993818 121.638092  2.29   10276    103
1671     1.6      4984  561.1  -1.6  37.8 -14.1 271  17.2 272.0 24.993817 121.638261  2.29   10292    103
1672     3.0      4987  560.9  -1.6  37.9 -14.1 271  17.3 271.9 24.993815 121.638430  2.29   10309    103
1673     2.5      4990  560.7  -1.6  37.9 -14.1 271  17.3 271.9 24.993811 121.638599  2.29   10326    103
1674     2.7      4993  560.6  -1.6  37.9 -14.1 271  17.3 271.9 24.993806 121.638769  2.29   10342    103
1675     2.0      4995  560.4  -1.6  37.9 -14.1 271  17.3 271.9 24.993801 121.638940  2.29   10359    103
1676     1.8      4997  560.2  -1.7  37.9 -14.1 271  17.3 271.9 24.993795 121.639112  2.29   10377    103
1677     2.7      4999  560.1  -1.7  38.0 -14.2 271  17.3 271.8 24.993789 121.639284  2.29   10394    103
1678     2.5      5002  559.9  -1.7  38.0 -14.2 271  17.4 271.8 24.993784 121.639455  2.29   10411    103
1679     3.0      5005  559.7  -1.7  38.1 -14.2 271  17.4 271.8 24.993781 121.639626  2.29   10428    103
1680     2.0      5007  559.6  -1.7  38.1 -14.2 271  17.4 271.8 24.993780 121.639797  2.29   10444    103
1681     2.7      5009  559.4  -1.8  38.2 -14.2 271  17.4 271.8 24.993779 121.639970  2.29   10461    103
1682     1.6      5011  559.2  -1.8  38.2 -14.2 271  17.4 271.8 24.993779 121.640143  2.29   10479    103
1683     1.9      5013  559.1  -1.8  38.4 -14.1 271  17.4 271.7 24.993780 121.640318  2.30   10496    103
1684     2.9      5016  558.9  -1.8  38.7 -14.0 271  17.4 271.7 24.993780 121.640493  2.31   10513    103
1685     3.1      5019  558.7  -1.8  39.0 -14.0 271  17.4 271.7 24.993777 121.640669  2.33   10530    103
1686     1.8      5021  558.6  -1.9  39.5 -13.8 271  17.4 271.7 24.993772 121.640844  2.36   10548    103
1687     2.2      5023  558.4  -1.9  39.9 -13.7 271  17.5 271.7 24.993766 121.641020  2.38   10565    103
1688     3.1      5026  558.2  -1.9  40.2 -13.6 271  17.5 271.6 24.993760 121.641194  2.39   10583    103
1689     2.0      5028  558.0  -1.9  40.3 -13.6 271  17.5 271.6 24.993754 121.641368  2.40   10600    103
1690     2.4      5030  557.9  -1.9  40.5 -13.6 271  17.5 271.6 24.993749 121.641540  2.40   10617    103
1691     2.3      5033  557.7  -2.0  40.6 -13.6 272  17.5 271.6 24.993745 121.641711  2.41   10634    103
1692     3.0      5036  557.5  -2.0  40.7 -13.6 272  17.5 271.6 24.993741 121.641881  2.41   10651    103
1693     2.0      5038  557.4  -2.0  40.9 -13.5 272  17.5 271.6 24.993737 121.642052  2.42   10668    103
1694     2.8      5041  557.2  -2.0  41.2 -13.5 272  17.5 271.5 24.993734 121.642226  2.43   10685    103
1695     2.5      5043  557.0  -2.0  41.7 -13.3 272  17.5 271.5 24.993730 121.642401  2.46   10702    102
1696     2.2      5045  556.9  -2.1  42.6 -13.1 272  17.5 271.5 24.993726 121.642577  2.51   10720    102
1697     2.7      5048  556.7  -2.1  44.1 -12.7 272  17.6 271.5 24.993723 121.642753  2.60   10737    102
1698     1.7      5050  556.5  -2.1  46.4 -12.1 272  17.6 271.5 24.993718 121.642928  2.73   10755    102
1699     1.9      5052  556.4  -2.1  49.0 -11.4 272  17.6 271.5 24.993713 121.643102  2.88   10772    102
1700     1.9      5054  556.2  -2.1  51.2 -10.9 272  17.6 271.5 24.993708 121.643274  3.01   10789    102
1701     3.1      5057  556.1  -2.2  52.1 -10.7 272  17.6 271.5 24.993702 121.643446  3.06   10806    102
1702     2.0      5059  555.9  -2.2  52.1 -10.7 272  17.6 271.5 24.993697 121.643618  3.05   10823    102
1703     2.5      5061  555.7  -2.2  51.8 -10.8 273  17.7 271.5 24.993692 121.643788  3.03   10840    102
1704     2.5      5064  555.5  -2.2  51.3 -10.9 273  17.7 271.4 24.993684 121.643957  3.00   10857    102
1705     3.0      5067  555.4  -2.2  50.5 -11.1 273  17.7 271.4 24.993676 121.644128  2.95   10874    102
1706     2.3      5069  555.2  -2.2  50.0 -11.2 273  17.7 271.4 24.993667 121.644300  2.92   10891    102
1707     2.2      5071  555.0  -2.2  50.0 -11.3 273  17.8 271.4 24.993657 121.644473  2.92   10909    102
1708     2.9      5074  554.9  -2.2  50.6 -11.1 273  17.8 271.4 24.993647 121.644649  2.96   10926    102
1709     1.7      5076  554.7  -2.2  51.5 -10.9 273  17.8 271.4 24.993637 121.644827  3.01   10944    102
1710     2.2      5078  554.6  -2.3  52.2 -10.7 273  17.8 271.4 24.993627 121.645006  3.05   10962    102
1711     2.6      5080  554.4  -2.3  52.8 -10.6 274  17.9 271.4 24.993617 121.645186  3.08   10980    102
1712     1.7      5082  554.3  -2.3  53.7 -10.4 274  17.9 271.4 24.993606 121.645366  3.14   10998    102
1713     2.2      5084  554.1  -2.3  55.4 -10.0 274  17.9 271.4 24.993595 121.645546  3.24   11016    102
1714     3.1      5087  553.9  -2.3  57.3  -9.6 274  17.9 271.4 24.993584 121.645725  3.35   11034    102
1715     1.2      5089  553.8  -2.3  58.8  -9.2 274  18.0 271.5 24.993573 121.645903  3.44   11052    102
1716     2.6      5091  553.6  -2.3  59.4  -9.1 274  18.0 271.5 24.993561 121.646082  3.48   11070    102
1717     2.5      5094  553.5  -2.3  59.1  -9.2 274  18.0 271.5 24.993549 121.646260  3.46   11088    102
1718     2.4      5096  553.3  -2.2  58.3  -9.3 274  18.0 271.5 24.993534 121.646437  3.42   11105    102
1719     2.5      5099  553.1  -2.2  57.1  -9.6 275  18.1 271.5 24.993518 121.646615  3.35   11123    102
1720     2.3      5101  553.0  -2.2  55.7  -9.9 275  18.1 271.5 24.993500 121.646793  3.27   11141    102
1721     3.3      5104  552.8  -2.2  54.0 -10.2 275  18.1 271.5 24.993483 121.646972  3.18   11160    102
1722     1.6      5106  552.6  -2.2  52.8 -10.5 275  18.1 271.5 24.993466 121.647151  3.11   11178    102
1723     1.9      5108  552.5  -2.1  52.0 -10.7 275  18.1 271.5 24.993450 121.647331  3.07   11196    102
1724     1.9      5110  552.3  -2.1  51.2 -10.9 275  18.1 271.5 24.993435 121.647512  3.03   11214    102
1725     2.5      5112  552.2  -2.1  50.5 -11.0 275  18.2 271.5 24.993421 121.647693  2.99   11232    102
1726     2.9      5115  552.0  -2.1  49.9 -11.2 275  18.2 271.5 24.993407 121.647874  2.96   11250    102
1727     2.0      5117  551.8  -2.1  49.4 -11.3 275  18.2 271.6 24.993394 121.648056  2.94   11269    102
1728     2.1      5119  551.7  -2.1  48.9 -11.4 275  18.2 271.6 24.993380 121.648237  2.91   11287    102
1729     2.7      5122  551.5  -2.1  48.1 -11.6 276  18.2 271.6 24.993366 121.648418  2.86   11305    102
1730     2.5      5124  551.3  -2.1  47.1 -11.8 276  18.2 271.6 24.993349 121.648599  2.81   11323    102
1731     2.2      5127  551.2  -2.0  46.2 -12.1 276  18.2 271.6 24.993331 121.648779  2.76   11342    102
1732     3.0      5130  551.0  -2.0  45.5 -12.3 276  18.2 271.6 24.993312 121.648959  2.71   11360    102
1733     2.0      5132  550.8  -2.0  44.8 -12.4 276  18.2 271.6 24.993293 121.649137  2.68   11378    102
1734     2.6      5134  550.7  -2.0  44.3 -12.6 276  18.2 271.6 24.993273 121.649315  2.65   11396    102
1735     1.7      5136  550.5  -2.0  43.9 -12.7 276  18.2 271.6 24.993254 121.649493  2.63   11414    102
1736     2.5      5138  550.3  -2.0  43.6 -12.8 276  18.2 271.6 24.993236 121.649672  2.61   11432    102
1737     2.3      5141  550.2  -2.0  43.4 -12.8 276  18.2 271.6 24.993219 121.649851  2.60   11450    102
1738     2.7      5143  550.0  -2.0  43.2 -12.9 276  18.2 271.5 24.993203 121.650030  2.58   11468    102
1739     2.9      5146  549.8  -2.0  43.0 -12.9 276  18.2 271.5 24.993188 121.650210  2.57   11486    102
1740     3.1      5149  549.6  -2.1  42.9 -13.0 276  18.3 271.5 24.993173 121.650391  2.56   11505    102
1741     2.3      5152  549.5  -2.1  42.7 -13.1 276  18.3 271.5 24.993156 121.650572  2.55   11523    102
1742     2.4      5154  549.3  -2.1  42.6 -13.1 276  18.3 271.5 24.993139 121.650753  2.54   11541    102
1743     1.9      5156  549.1  -2.1  42.7 -13.1 277  18.3 271.5 24.993121 121.650932  2.55   11559    102
1744     2.1      5158  549.0  -2.1  42.9 -13.0 277  18.3 271.5 24.993102 121.651112  2.56   11577    102
1745     2.8      5161  548.8  -2.1  43.1 -13.0 277  18.3 271.5 24.993082 121.651290  2.57   11596    102
1746     2.5      5163  548.7  -2.1  43.2 -13.0 277  18.3 271.4 24.993061 121.651468  2.57   11614    102
1747     1.8      5165  548.5  -2.1  43.2 -13.0 277  18.3 271.4 24.993039 121.651645  2.57   11632    102
1748     2.6      5168  548.3  -2.2  43.2 -13.0 277  18.3 271.4 24.993017 121.651822  2.57   11650    102
1749     2.1      5170  548.2  -2.2  43.1 -13.0 277  18.4 271.4 24.992996 121.652001  2.56   11668    102
1750     2.5      5172  548.0  -2.2  43.0 -13.1 277  18.4 271.4 24.992975 121.652181  2.55   11686    102
1751     2.5      5175  547.8  -2.2  43.0 -13.1 277  18.4 271.4 24.992955 121.652364  2.55   11705    102
1752     2.7      5178  547.7  -2.2  43.0 -13.1 277  18.4 271.3 24.992935 121.652546  2.55   11723    102
1753     2.1      5180  547.5  -2.2  43.0 -13.1 277  18.4 271.3 24.992914 121.652730  2.55   11742    102
1754     1.8      5181  547.3  -2.3  43.1 -13.1 277  18.4 271.3 24.992893 121.652914  2.55   11760    102
1755     2.8      5184  547.2  -2.3  43.2 -13.1 277  18.4 271.3 24.992872 121.653097  2.55   11779    102
1756     3.1      5187  547.0  -2.3  43.3 -13.1 277  18.5 271.3 24.992852 121.653280  2.56   11798    102
1757     2.0      5189  546.8  -2.3  43.5 -13.0 277  18.5 271.3 24.992831 121.653464  2.57   11816    102
1758     2.4      5192  546.7  -2.3  43.8 -13.0 277  18.5 271.3 24.992809 121.653649  2.58   11835    102
1759     2.2      5194  546.5  -2.3  44.1 -12.9 277  18.5 271.2 24.992788 121.653834  2.59   11854    102
1760     2.6      5197  546.3  -2.4  44.3 -12.9 277  18.5 271.2 24.992768 121.654018  2.60   11873    102
1761     3.0      5200  546.2  -2.4  44.5 -12.8 277  18.5 271.2 24.992748 121.654201  2.61   11891    102
1762     2.3      5202  546.0  -2.4  44.6 -12.8 277  18.5 271.2 24.992728 121.654385  2.62   11910    102
1763     2.9      5205  545.8  -2.4  44.6 -12.8 277  18.5 271.2 24.992709 121.654570  2.62   11928    102
1764     2.2      5207  545.6  -2.4  44.2 -12.9 277  18.5 271.2 24.992691 121.654756  2.59   11947    102
1765     2.0      5209  545.5  -2.4  43.6 -13.1 276  18.5 271.2 24.992673 121.654941  2.56   11966    102
1766     2.6      5212  545.3  -2.4  43.1 -13.3 276  18.5 271.1 24.992656 121.655126  2.52   11985    102
1767     2.1      5214  545.2  -2.4  42.7 -13.4 276  18.5 271.1 24.992639 121.655309  2.50   12003    102
1768     2.7      5216  545.0  -2.4  42.6 -13.4 276  18.5 271.1 24.992623 121.655490  2.49   12021    102
1769     2.4      5219  544.8  -2.5  42.4 -13.5 276  18.5 271.1 24.992607 121.655669  2.48   12040    102
1770     2.3      5221  544.7  -2.5  41.9 -13.7 276  18.6 271.1 24.992592 121.655847  2.45   12057    102
1771     2.0      5223  544.5  -2.5  41.2 -13.9 276  18.6 271.1 24.992577 121.656025  2.41   12075    102
1772     2.6      5226  544.3  -2.5  40.5 -14.1 276  18.6 271.0 24.992562 121.656204  2.36   12093    102
1773     2.6      5228  544.2  -2.5  39.7 -14.4 276  18.6 271.0 24.992547 121.656383  2.31   12111    102
1774     1.7      5230  544.0  -2.5  38.4 -14.8 276  18.6 271.0 24.992531 121.656563  2.24   12130    102
1775     2.2      5232  543.9  -2.5  36.9 -15.3 276  18.6 271.0 24.992516 121.656744  2.15   12148    102
1776     3.0      5235  543.7  -2.5  36.0 -15.6 276  18.6 271.0 24.992501 121.656926  2.10   12166    102
1777     2.6      5238  543.5  -2.5  35.9 -15.6 276  18.6 271.0 24.992485 121.657109  2.09   12185    102
1778     2.8      5241  543.3  -2.6  36.0 -15.6 276  18.6 270.9 24.992467 121.657292  2.09   12203    102
1779     2.5      5243  543.2  -2.6  35.7 -15.7 276  18.6 270.9 24.992449 121.657476  2.08   12222    102
1780     3.2      5246  543.0  -2.6  35.0 -15.9 276  18.7 270.9 24.992431 121.657661  2.03   12241    102
1781     1.9      5248  542.8  -2.6  34.2 -16.2 276  18.7 270.9 24.992413 121.657845  1.99   12259    102
1782     2.1      5250  542.7  -2.6  33.7 -16.4 276  18.7 270.9 24.992395 121.658029  1.96   12278    102
1783     2.2      5252  542.5  -2.6  33.5 -16.5 276  18.7 270.8 24.992375 121.658211  1.94   12296    102
1784     2.4      5255  542.3  -2.6  33.3 -16.6 276  18.8 270.8 24.992357 121.658393  1.93   12315    102
1785     2.4      5257  542.2  -2.7  33.3 -16.6 276  18.8 270.8 24.992338 121.658574  1.92   12333    102
1786     2.1      5259  542.0  -2.7  33.1 -16.7 276  18.8 270.8 24.992321 121.658754  1.92   12351    102
1787     1.9      5261  541.9  -2.7  33.0 -16.8 276  18.8 270.8 24.992305 121.658934  1.90   12369    102
1788     2.6      5264  541.7  -2.7  32.8 -16.8 276  18.9 270.8 24.992289 121.659115  1.89   12388    102
1789     2.4      5266  541.6  -2.7  32.6 -16.9 276  18.9 270.8 24.992274 121.659297  1.88   12406    102
1790     2.3      5269  541.4  -2.7  32.5 -17.0 276  19.0 270.7 24.992260 121.659480  1.87   12425    102
1791     2.2      5271  541.2  -2.7  32.4 -17.0 276  19.0 270.7 24.992246 121.659665  1.87   12443    101
1792     2.7      5273  541.1  -2.8  32.3 -17.1 276  19.0 270.7 24.992232 121.659851  1.86   12462    101
1793     2.3      5276  540.9  -2.8  32.1 -17.2 276  19.1 270.7 24.992218 121.660037  1.84   12481    101
1794     2.1      5278  540.7  -2.8  31.6 -17.3 276  19.1 270.7 24.992204 121.660224  1.82   12499    101
1795     2.2      5280  540.6  -2.8  31.4 -17.4 276  19.2 270.6 24.992189 121.660411  1.80   12518    101
1796     3.7      5284  540.4  -2.8  31.3 -17.5 276  19.2 270.6 24.992174 121.660599  1.79   12537    101
1797     2.6      5286  540.3  -2.8  31.0 -17.6 276  19.3 270.6 24.992158 121.660787  1.78   12556    101
1798     1.1      5288  540.1  -2.9  30.7 -17.8 276  19.3 270.6 24.992141 121.660976  1.75   12575    101
1799     1.8      5289  539.9  -2.9  30.6 -17.8 276  19.3 270.6 24.992124 121.661164  1.75   12594    101
1800     3.0      5292  539.8  -2.9  30.7 -17.8 276  19.4 270.6 24.992107 121.661354  1.75   12614    101
1801     2.8      5295  539.6  -2.9  30.7 -17.8 276  19.4 270.5 24.992089 121.661546  1.75   12633    101
1802     2.5      5298  539.4  -2.9  30.4 -17.9 276  19.4 270.5 24.992070 121.661739  1.74   12652    101
1803     2.2      5300  539.3  -2.9  29.9 -18.1 276  19.5 270.5 24.992050 121.661932  1.71   12672    101
1804     2.1      5302  539.1  -2.9  29.3 -18.4 276  19.5 270.5 24.992030 121.662126  1.67   12692    101
1805     3.1      5305  538.9  -3.0  28.7 -18.7 276  19.5 270.5 24.992011 121.662319  1.63   12711    101
1806     2.7      5308  538.8  -3.0  28.2 -18.9 275  19.6 270.4 24.991991 121.662513  1.60   12731    101
1807     2.6      5310  538.6  -3.0  28.1 -18.9 275  19.6 270.4 24.991971 121.662707  1.59   12750    101
1808     2.3      5313  538.4  -3.0  27.8 -19.0 275  19.6 270.4 24.991951 121.662902  1.58   12770    101
1809     3.0      5316  538.2  -3.0  27.2 -19.3 275  19.6 270.4 24.991931 121.663098  1.54   12790    101
1810     1.9      5317  538.1  -3.0  26.3 -19.7 275  19.6 270.4 24.991911 121.663294  1.49   12810    101
1811     2.1      5320  537.9  -3.0  25.7 -20.0 275  19.6 270.4 24.991892 121.663490  1.46   12830    101
1812     2.5      5322  537.7  -3.0  25.6 -20.1 275  19.6 270.4 24.991874 121.663686  1.45   12850    101
1813     2.4      5325  537.6  -3.0  25.7 -20.0 275  19.6 270.4 24.991856 121.663882  1.46   12869    101
1814     2.9      5327  537.4  -3.0  25.8 -20.0 274  19.6 270.4 24.991840 121.664077  1.46   12889    101
1815     1.7      5329  537.3  -3.0  25.6 -20.0 274  19.6 270.4 24.991825 121.664272  1.45   12909    101
1816     2.8      5332  537.1  -3.0  25.3 -20.2 274  19.6 270.3 24.991812 121.664467  1.43   12928    101
1817     2.0      5334  536.9  -3.1  25.2 -20.2 274  19.6 270.3 24.991802 121.664661  1.43   12948    101
1818     2.4      5336  536.8  -3.1  25.8 -20.0 274  19.6 270.3 24.991793 121.664854  1.46   12967    101
1819     1.8      5338  536.6  -3.1  26.8 -19.5 274  19.6 270.3 24.991785 121.665047  1.52   12986    101
1820     3.1      5341  536.5  -3.1  27.4 -19.3 273  19.6 270.3 24.991776 121.665239  1.56   13006    101
1821     2.4      5344  536.3  -3.1  27.5 -19.2 273  19.6 270.4 24.991767 121.665431  1.56   13025    101
1822     2.3      5346  536.1  -3.1  27.2 -19.3 273  19.5 270.4 24.991758 121.665623  1.55   13044    101
1823     2.1      5348  536.0  -3.1  27.0 -19.5 273  19.5 270.3 24.991749 121.665815  1.53   13063    101
1824     2.5      5351  535.8  -3.1  26.5 -19.7 273  19.5 270.3 24.991740 121.666008  1.50   13083    101
1825     2.7      5353  535.6  -3.1  25.7 -20.1 272  19.5 270.3 24.991732 121.666202  1.45   13102    101
1826     3.0      5356  535.5  -3.1  24.7 -20.5 272  19.5 270.3 24.991725 121.666397  1.40   13122    101
1827     1.5      5358  535.3  -3.1  24.0 -20.8 272  19.4 270.3 24.991717 121.666593  1.37   13141    101
1828     2.5      5360  535.1  -3.1  23.7 -21.0 272  19.4 270.3 24.991710 121.666788  1.35   13161    101
1829     2.5      5363  535.0  -3.0  23.3 -21.2 271  19.4 270.3 24.991704 121.666982  1.32   13180    101
1830     3.1      5366  534.8  -3.0  22.9 -21.3 271  19.4 270.3 24.991699 121.667174  1.30   13199    101
1831     2.1      5368  534.7  -3.0  22.6 -21.5 271  19.4 270.3 24.991696 121.667362  1.29   13218    101
1832     2.4      5370  534.5  -3.0  22.3 -21.6 271  19.4 270.3 24.991695 121.667549  1.27   13236    101
1833     2.5      5373  534.3  -3.0  21.8 -21.9 271  19.4 270.3 24.991695 121.667735  1.24   13255    101
1834     2.6      5375  534.2  -3.0  21.1 -22.3 270  19.3 270.3 24.991694 121.667922  1.20   13273    101
1835     2.4      5378  534.0  -3.0  20.4 -22.7 270  19.3 270.3 24.991695 121.668109  1.16   13292    101
1836     1.7      5380  533.8  -3.0  20.4 -22.7 270  19.3 270.3 24.991696 121.668298  1.16   13311    101
1837     2.9      5382  533.7  -3.0  20.7 -22.5 270  19.3 270.3 24.991697 121.668487  1.18   13329    101
1838     2.3      5385  533.5  -3.0  21.1 -22.3 270  19.3 270.3 24.991698 121.668679  1.21   13348    101
1839     2.8      5388  533.3  -3.0  21.2 -22.2 269  19.3 270.3 24.991701 121.668872  1.21   13367    101
1840     2.7      5390  533.2  -3.0  21.2 -22.2 269  19.3 270.3 24.991704 121.669065  1.21   13387    101
1841     2.2      5393  533.0  -3.0  21.3 -22.2 269  19.3 270.3 24.991708 121.669259  1.22   13406    101
1842     2.8      5395  532.8  -3.0  21.6 -22.0 269  19.3 270.3 24.991712 121.669452  1.24   13425    101
1843     2.7      5398  532.7  -3.1  22.2 -21.7 269  19.3 270.3 24.991715 121.669645  1.27   13444    101
1844     1.8      5400  532.5  -3.1  22.9 -21.4 268  19.3 270.3 24.991720 121.669837  1.30   13463    101
1845     2.5      5402  532.3  -3.1  23.6 -21.0 268  19.3 270.3 24.991725 121.670030  1.35   13482    101
1846     2.4      5405  532.2  -3.1  24.4 -20.7 268  19.3 270.3 24.991731 121.670222  1.39   13501    101
1847     2.4      5407  532.0  -3.1  25.1 -20.3 268  19.3 270.3 24.991738 121.670414  1.43   13520    101
1848     2.7      5410  531.8  -3.1  25.6 -20.1 268  19.3 270.3 24.991745 121.670605  1.46   13539    101
1849     2.5      5412  531.7  -3.1  25.9 -20.0 268  19.3 270.3 24.991752 121.670796  1.47   13557    101
1850     2.6      5415  531.5  -3.1  26.0 -19.9 267  19.3 270.3 24.991761 121.670986  1.48   13576    101
1851     2.6      5417  531.3  -3.1  26.2 -19.9 267  19.3 270.2 24.991769 121.671175  1.49   13595    101
1852     2.5      5420  531.2  -3.2  26.3 -19.8 267  19.3 270.2 24.991779 121.671365  1.50   13613    101
1853     2.5      5422  531.0  -3.2  26.5 -19.8 267  19.3 270.2 24.991790 121.671557  1.50   13632    101
1854     2.6      5425  530.8  -3.2  26.7 -19.7 267  19.3 270.2 24.991803 121.671749  1.51   13651    101
1855     2.1      5427  530.7  -3.2  26.8 -19.7 267  19.3 270.2 24.991816 121.671941  1.52   13670    101
1856     2.3      5429  530.5  -3.3  27.1 -19.6 266  19.3 270.1 24.991829 121.672132  1.53   13688    101
1857     2.3      5432  530.4  -3.3  27.3 -19.5 266  19.3 270.1 24.991841 121.672321  1.54   13707    101
1858     1.9      5434  530.2  -3.3  27.6 -19.4 266  19.3 270.1 24.991853 121.672510  1.56   13726    101
1859     2.5      5436  530.1  -3.3  27.8 -19.3 266  19.3 270.1 24.991866 121.672698  1.57   13744    101
1860     2.1      5438  529.9  -3.3  27.9 -19.3 266  19.3 270.1 24.991880 121.672886  1.57   13762    101
1861     2.5      5441  529.7  -3.3  28.0 -19.3 266  19.3 270.1 24.991894 121.673075  1.58   13781    101
1862     2.3      5443  529.6  -3.3  28.1 -19.2 266  19.3 270.1 24.991908 121.673265  1.58   13799    101
