Sonde serial number                          	R3030575
Balloon release date and time                	2023-11-13T05:55:07
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C     %    °C   °   m/s     K         °          °  g/kg       m      °
 253     3.3       956  917.3   9.9  96.6   9.4  58  15.7 284.4 25.000073 121.511916  8.09    3175    239
 254     4.8       961  916.8   9.8  96.9   9.4  58  15.7 284.4 24.999997 121.511780  8.10    3191    239
 255     4.3       965  916.3   9.8  97.1   9.4  58  15.6 284.4 24.999920 121.511644  8.10    3207    239
 256     5.3       970  915.8   9.8  97.2   9.3  58  15.6 284.3 24.999843 121.511508  8.09    3223    239
 257     4.2       974  915.3   9.7  97.3   9.3  58  15.5 284.3 24.999765 121.511374  8.08    3239    239
 258     4.5       979  914.9   9.7  97.5   9.3  58  15.5 284.3 24.999688 121.511241  8.09    3255    239
 259     4.0       983  914.4   9.7  97.7   9.3  57  15.4 284.2 24.999612 121.511113  8.09    3270    239
 260     3.8       987  913.9   9.6  98.0   9.3  57  15.4 284.2 24.999537 121.510988  8.10    3286    239
 261     5.0       992  913.4   9.6  98.6   9.4  57  15.3 284.1 24.999462 121.510866  8.13    3300    239
 262     4.3       996  913.0   9.5  99.0   9.4  57  15.3 284.1 24.999387 121.510745  8.13    3315    239
 263     4.3      1000  912.5   9.5  99.3   9.4  57  15.2 284.0 24.999312 121.510624  8.13    3330    239
 264     4.4      1005  912.0   9.4  99.4   9.3  57  15.1 284.0 24.999238 121.510503  8.12    3345    239
 265     3.1      1008  911.6   9.4  99.5   9.3  57  15.1 284.0 24.999164 121.510381  8.11    3359    239
 266     4.5      1012  911.1   9.4  99.4   9.3  57  15.0 283.9 24.999090 121.510257  8.10    3374    239
 267     4.7      1017  910.6   9.4  99.2   9.2  57  15.0 283.9 24.999015 121.510132  8.08    3389    239
 268     4.1      1021  910.1   9.3  99.1   9.2  57  14.9 283.9 24.998939 121.510008  8.07    3404    239
 269     4.5      1026  909.7   9.3  99.3   9.2  57  14.9 283.9 24.998864 121.509883  8.07    3420    239
 270     5.1      1031  909.2   9.3  99.5   9.2  57  14.9 283.8 24.998790 121.509759  8.07    3435    239
 271     4.7      1036  908.7   9.2  99.8   9.2  57  14.8 283.8 24.998717 121.509635  8.07    3449    239
 272     4.2      1040  908.2   9.2  99.8   9.2  57  14.8 283.7 24.998645 121.509511  8.06    3464    239
 273     3.8      1044  907.7   9.2  99.8   9.1  57  14.7 283.7 24.998574 121.509390  8.04    3479    239
 274     4.2      1048  907.3   9.1  99.8   9.1  57  14.7 283.7 24.998502 121.509271  8.03    3493    239
 275     4.0      1052  906.8   9.1  99.9   9.1  57  14.7 283.6 24.998430 121.509154  8.03    3507    239
 276     3.7      1055  906.4   9.1  99.9   9.1  57  14.6 283.6 24.998358 121.509035  8.02    3522    239
 277     4.4      1060  905.9   9.1  99.8   9.0  57  14.6 283.6 24.998288 121.508915  8.01    3536    239
 278     5.4      1065  905.5   9.0  99.6   9.0  58  14.6 283.6 24.998218 121.508794  7.98    3551    239
 279     4.1      1069  905.0   9.0  99.4   8.9  58  14.6 283.5 24.998149 121.508673  7.95    3565    239
 280     2.9      1072  904.6   9.0  99.4   8.9  58  14.5 283.5 24.998078 121.508554  7.94    3579    239
 281     4.0      1076  904.2   9.0  99.7   8.9  58  14.5 283.5 24.998006 121.508437  7.95    3594    239
 282     3.5      1080  903.7   8.9  99.8   8.9  58  14.5 283.5 24.997934 121.508319  7.95    3608    239
 283     4.2      1084  903.3   8.9  99.8   8.9  58  14.5 283.4 24.997863 121.508202  7.95    3622    239
 284     4.2      1088  902.9   8.9 100.0   8.9  58  14.5 283.4 24.997794 121.508085  7.96    3636    239
 285     4.3      1093  902.4   8.9 100.0   8.9  58  14.5 283.4 24.997726 121.507967  7.95    3650    239
 286     3.7      1096  902.0   8.9  99.7   8.8  58  14.5 283.4 24.997660 121.507845  7.92    3665    239
 287     4.2      1100  901.6   8.8  99.4   8.7  58  14.4 283.3 24.997593 121.507720  7.88    3679    239
 288     3.5      1104  901.2   8.8  99.4   8.7  59  14.4 283.3 24.997526 121.507593  7.87    3694    239
 289     3.9      1108  900.8   8.8  99.6   8.7  59  14.4 283.3 24.997458 121.507464  7.88    3709    239
 290     3.1      1111  900.4   8.8  99.8   8.7  59  14.4 283.3 24.997391 121.507335  7.89    3724    239
 291     3.0      1114  900.0   8.7 100.0   8.7  59  14.4 283.3 24.997325 121.507208  7.90    3739    239
 292     4.3      1118  899.6   8.7 100.0   8.7  59  14.4 283.2 24.997259 121.507081  7.90    3754    239
 293     2.6      1121  899.3   8.7 100.0   8.7  59  14.4 283.2 24.997194 121.506956  7.89    3768    239
 294     3.9      1125  898.9   8.7 100.0   8.7  59  14.4 283.2 24.997130 121.506833  7.89    3783    239
 295     3.4      1128  898.5   8.7 100.0   8.7  59  14.4 283.2 24.997066 121.506711  7.88    3797    239
 296     3.5      1132  898.1   8.7 100.0   8.7  59  14.4 283.2 24.997003 121.506589  7.88    3811    239
 297     3.5      1135  897.7   8.7 100.0   8.7  59  14.3 283.2 24.996940 121.506465  7.88    3825    239
 298     3.9      1139  897.3   8.7 100.0   8.7  59  14.3 283.2 24.996875 121.506341  7.87    3840    239
 299     4.0      1143  896.9   8.6 100.0   8.6  59  14.3 283.1 24.996810 121.506216  7.87    3854    239
 300     3.8      1147  896.5   8.6 100.0   8.6  59  14.3 283.1 24.996744 121.506093  7.86    3869    239
 301     3.7      1151  896.1   8.6 100.0   8.6  59  14.3 283.1 24.996677 121.505971  7.85    3883    239
 302     3.4      1154  895.8   8.6  99.9   8.6  60  14.3 283.1 24.996610 121.505852  7.84    3897    239
 303     2.7      1157  895.4   8.6  99.9   8.6  60  14.3 283.1 24.996542 121.505733  7.84    3911    239
 304     3.8      1161  895.0   8.6 100.0   8.6  60  14.3 283.0 24.996475 121.505614  7.84    3925    239
 305     3.6      1164  894.7   8.5 100.0   8.5  60  14.3 283.0 24.996408 121.505494  7.83    3940    239
 306     3.5      1168  894.3   8.5  99.9   8.5  60  14.2 283.0 24.996342 121.505375  7.82    3954    239
 307     2.4      1170  894.0   8.5  99.8   8.5  60  14.2 283.0 24.996276 121.505255  7.81    3968    239
 308     3.8      1174  893.6   8.5  99.7   8.4  60  14.2 283.0 24.996211 121.505135  7.80    3982    239
 309     2.7      1177  893.3   8.5  99.8   8.4  60  14.2 283.0 24.996146 121.505016  7.79    3996    239
 310     3.2      1180  892.9   8.5  99.9   8.4  60  14.2 282.9 24.996082 121.504896  7.79    4010    239
 311     2.8      1183  892.6   8.4 100.0   8.4  60  14.2 282.9 24.996018 121.504774  7.80    4024    239
 312     3.3      1186  892.2   8.4 100.0   8.4  60  14.2 282.9 24.995956 121.504652  7.79    4038    239
 313     3.8      1190  891.9   8.4 100.0   8.4  60  14.2 282.9 24.995893 121.504529  7.79    4053    239
 314     3.6      1193  891.5   8.4 100.0   8.4  60  14.2 282.9 24.995830 121.504407  7.78    4067    239
 315     2.9      1196  891.2   8.4 100.0   8.4  60  14.2 282.9 24.995767 121.504284  7.77    4081    239
 316     2.5      1199  890.8   8.4  99.9   8.3  60  14.2 282.8 24.995704 121.504160  7.76    4095    239
 317     4.1      1203  890.5   8.3  99.9   8.3  60  14.2 282.8 24.995642 121.504036  7.75    4110    239
 318     3.4      1206  890.1   8.3  99.9   8.3  60  14.2 282.8 24.995579 121.503912  7.75    4124    239
 319     3.2      1209  889.8   8.3 100.0   8.3  60  14.2 282.8 24.995515 121.503790  7.75    4138    239
 320     3.0      1212  889.4   8.3 100.0   8.3  60  14.2 282.8 24.995449 121.503668  7.75    4152    239
 321     3.8      1216  889.0   8.3 100.0   8.3  60  14.2 282.7 24.995383 121.503546  7.74    4167    239
 322     3.8      1220  888.6   8.3 100.0   8.3  60  14.1 282.7 24.995319 121.503425  7.73    4181    239
 323     2.8      1223  888.3   8.2 100.0   8.2  60  14.1 282.7 24.995258 121.503302  7.73    4195    239
 324     3.9      1227  887.9   8.2 100.0   8.2  60  14.1 282.7 24.995198 121.503179  7.72    4209    239
 325     3.3      1230  887.5   8.2  99.8   8.2  60  14.1 282.7 24.995137 121.503056  7.70    4223    239
 326     4.2      1234  887.1   8.2  99.7   8.1  61  14.1 282.7 24.995075 121.502933  7.69    4237    239
 327     3.7      1238  886.7   8.2  99.8   8.1  61  14.1 282.6 24.995012 121.502811  7.69    4252    239
 328     3.6      1242  886.3   8.2  99.9   8.1  61  14.0 282.6 24.994947 121.502687  7.70    4266    239
 329     3.7      1245  885.9   8.1 100.0   8.1  61  14.0 282.6 24.994882 121.502563  7.70    4280    239
 330     4.3      1250  885.4   8.1 100.0   8.1  61  14.0 282.6 24.994816 121.502437  7.69    4295    239
 331     4.1      1254  885.0   8.1 100.0   8.1  61  13.9 282.6 24.994750 121.502309  7.69    4310    239
 332     3.5      1257  884.6   8.1 100.0   8.1  61  13.9 282.6 24.994686 121.502184  7.69    4324    239
 333     4.8      1262  884.1   8.1 100.0   8.1  61  13.8 282.6 24.994623 121.502062  7.68    4339    239
 334     3.8      1266  883.7   8.1 100.0   8.1  61  13.8 282.5 24.994561 121.501943  7.68    4352    239
 335     3.4      1269  883.2   8.1 100.0   8.1  61  13.7 282.5 24.994499 121.501826  7.69    4366    239
 336     5.3      1274  882.7   8.1 100.0   8.1  62  13.6 282.6 24.994436 121.501707  7.70    4380    239
 337     4.8      1279  882.2   8.1 100.0   8.1  62  13.6 282.6 24.994375 121.501585  7.71    4394    239
 338     5.5      1285  881.7   8.1 100.0   8.1  62  13.5 282.6 24.994316 121.501460  7.70    4408    239
 339     4.9      1290  881.1   8.1  99.9   8.0  62  13.4 282.5 24.994257 121.501336  7.69    4422    239
 340     5.3      1295  880.6   8.0  99.9   8.0  63  13.4 282.5 24.994199 121.501215  7.68    4436    239
 341     5.3      1300  880.0   8.0 100.0   8.0  63  13.3 282.4 24.994140 121.501099  7.67    4450    239
 342     5.4      1306  879.4   8.0 100.0   7.9  63  13.2 282.4 24.994084 121.500985  7.66    4463    239
 343     5.4      1311  878.8   8.0 100.0   7.9  63  13.1 282.4 24.994029 121.500872  7.66    4476    239
 344     6.5      1318  878.2   8.0  99.9   8.0  64  13.0 282.4 24.993975 121.500760  7.68    4488    239
 345     4.7      1322  877.6   8.0  99.8   8.0  64  12.9 282.5 24.993921 121.500650  7.68    4501    239
 346     6.5      1329  877.0   8.0  99.6   8.0  65  12.9 282.5 24.993868 121.500541  7.68    4513    239
 347     6.3      1335  876.4   8.0  99.4   7.9  65  12.8 282.5 24.993818 121.500433  7.65    4526    239
 348     5.7      1341  875.8   8.0  99.2   7.8  65  12.7 282.4 24.993772 121.500324  7.62    4538    239
 349     5.8      1347  875.1   7.9  99.1   7.8  66  12.6 282.4 24.993730 121.500213  7.60    4550    239
 350     5.6      1352  874.5   7.9  99.3   7.8  66  12.5 282.3 24.993690 121.500097  7.60    4562    239
 351     5.0      1357  873.9   7.8  99.4   7.8  67  12.4 282.3 24.993652 121.499977  7.60    4575    239
 352     6.0      1363  873.3   7.8  99.5   7.8  67  12.4 282.3 24.993612 121.499856  7.61    4587    239
 353     6.1      1369  872.8   7.8  99.7   7.8  68  12.3 282.3 24.993572 121.499737  7.62    4600    239
 354     4.9      1374  872.2   7.8  99.8   7.8  68  12.2 282.3 24.993528 121.499622  7.63    4613    240
 355     5.8      1380  871.6   7.8  99.8   7.8  69  12.2 282.3 24.993483 121.499510  7.63    4625    240
 356     5.7      1386  871.0   7.8  99.8   7.8  69  12.1 282.2 24.993439 121.499399  7.63    4637    240
 357     5.8      1392  870.4   7.9  99.9   7.9  70  12.0 282.4 24.993399 121.499288  7.70    4649    240
 358     5.7      1397  869.8   7.9 100.0   7.9  70  12.0 282.4 24.993364 121.499176  7.73    4661    240
 359     4.5      1402  869.2   7.9  99.9   7.9  71  12.0 282.4 24.993334 121.499067  7.73    4672    240
 360     5.4      1407  868.7   7.9 100.0   7.9  71  11.9 282.4 24.993307 121.498960  7.71    4683    240
 361     6.0      1413  868.1   7.8 100.0   7.8  72  11.9 282.3 24.993280 121.498858  7.68    4693    240
 362     6.1      1419  867.5   7.8 100.0   7.8  72  11.9 282.3 24.993253 121.498759  7.68    4703    240
 363     4.8      1424  867.0   7.8 100.0   7.8  73  11.9 282.3 24.993227 121.498661  7.69    4713    240
 364     5.1      1429  866.4   7.8  99.8   7.8  73  11.8 282.3 24.993202 121.498562  7.68    4723    240
 365     5.2      1434  865.9   7.8  99.7   7.7  74  11.8 282.2 24.993179 121.498459  7.66    4733    240
 366     5.0      1439  865.3   7.7  99.6   7.7  74  11.9 282.2 24.993155 121.498350  7.64    4744    240
 367     5.4      1445  864.8   7.7  99.6   7.7  75  11.9 282.2 24.993130 121.498235  7.64    4756    240
 368     4.9      1450  864.3   7.7  99.8   7.7  75  11.9 282.2 24.993103 121.498118  7.64    4767    240
 369     4.6      1454  863.7   7.7 100.0   7.7  76  11.9 282.1 24.993075 121.498000  7.64    4779    240
 370     5.5      1460  863.2   7.6 100.0   7.6  76  11.9 282.0 24.993046 121.497885  7.61    4791    240
 371     5.7      1465  862.6   7.5 100.0   7.5  76  12.0 282.0 24.993019 121.497772  7.59    4802    240
 372     4.9      1470  862.1   7.5 100.0   7.5  77  12.0 282.0 24.992994 121.497662  7.59    4813    240
 373     5.0      1475  861.5   7.5 100.0   7.5  77  12.1 281.9 24.992972 121.497550  7.57    4824    240
 374     6.3      1482  860.9   7.4  99.9   7.4  77  12.1 281.9 24.992953 121.497433  7.54    4836    240
 375     5.3      1487  860.3   7.4  99.8   7.3  78  12.1 281.8 24.992936 121.497312  7.51    4847    240
 376     6.2      1493  859.8   7.4  99.8   7.3  78  12.2 281.8 24.992920 121.497190  7.50    4859    240
 377     5.1      1498  859.2   7.3  99.7   7.3  78  12.2 281.8 24.992903 121.497068  7.49    4870    240
 378     5.9      1504  858.6   7.3  99.6   7.3  79  12.3 281.7 24.992884 121.496949  7.48    4882    240
 379     5.3      1510  858.0   7.3  99.6   7.2  79  12.3 281.7 24.992862 121.496831  7.48    4894    240
 380     5.1      1515  857.4   7.3  99.6   7.2  79  12.4 281.7 24.992839 121.496713  7.47    4905    240
 381     6.8      1521  856.9   7.3  99.5   7.2  79  12.4 281.7 24.992816 121.496592  7.46    4917    241
 382     5.2      1527  856.3   7.2  99.5   7.1  79  12.5 281.6 24.992796 121.496468  7.44    4929    241
 383     5.3      1532  855.7   7.2  99.6   7.1  80  12.5 281.6 24.992777 121.496342  7.43    4941    241
 384     5.0      1537  855.1   7.1  99.7   7.1  80  12.5 281.6 24.992758 121.496216  7.43    4953    241
 385     5.4      1542  854.6   7.1  99.8   7.1  80  12.5 281.5 24.992739 121.496088  7.41    4966    241
 386     5.4      1548  854.0   7.0 100.0   7.0  80  12.5 281.4 24.992719 121.495961  7.40    4978    241
 387     5.6      1553  853.5   7.0 100.0   7.0  80  12.5 281.4 24.992700 121.495835  7.39    4990    241
 388     5.8      1559  852.9   7.0 100.0   7.0  80  12.5 281.4 24.992683 121.495714  7.39    5002    241
 389     5.2      1564  852.3   7.0 100.0   7.0  80  12.4 281.4 24.992668 121.495597  7.39    5013    241
 390     5.4      1570  851.7   7.0 100.0   6.9  80  12.4 281.4 24.992656 121.495480  7.38    5024    241
 391     5.8      1576  851.2   6.9  99.9   6.9  80  12.3 281.3 24.992645 121.495359  7.36    5035    241
 392     5.1      1581  850.6   6.9 100.0   6.9  81  12.2 281.3 24.992634 121.495232  7.35    5047    241
 393     5.3      1586  850.0   6.9 100.0   6.9  81  12.1 281.3 24.992623 121.495097  7.35    5059    241
 394     6.6      1593  849.4   6.8 100.0   6.8  81  12.0 281.2 24.992608 121.494955  7.34    5073    241
 395     5.7      1598  848.8   6.8 100.0   6.8  81  11.9 281.2 24.992587 121.494810  7.33    5087    241
 396     6.6      1605  848.2   6.8 100.0   6.8  81  11.8 281.2 24.992561 121.494666  7.31    5101    241
 397     5.7      1611  847.6   6.7  99.9   6.7  81  11.6 281.1 24.992531 121.494529  7.28    5115    241
 398     7.2      1618  847.0   6.7  99.7   6.6  81  11.5 281.0 24.992502 121.494403  7.25    5127    241
 399     4.9      1623  846.5   6.6  99.6   6.6  81  11.3 281.0 24.992476 121.494286  7.23    5139    241
 400     4.3      1627  845.9   6.6  99.5   6.5  82  11.1 281.0 24.992453 121.494177  7.21    5150    241
 401     3.2      1630  845.4   6.6  99.6   6.5  82  10.9 280.9 24.992434 121.494071  7.21    5160    242
 402     5.5      1636  844.9   6.5  99.9   6.5  82  10.7 280.9 24.992418 121.493963  7.22    5171    242
 403     6.6      1642  844.4   6.5 100.0   6.5  82  10.5 280.9 24.992407 121.493854  7.22    5181    242
 404     5.3      1647  843.8   6.5 100.0   6.5  83  10.3 280.9 24.992399 121.493746  7.21    5191    242
 405     5.3      1653  843.3   6.5 100.0   6.5  83  10.1 280.8 24.992390 121.493643  7.21    5201    242
 406     4.7      1657  842.9   6.4 100.0   6.4  84  10.0 280.8 24.992379 121.493548  7.20    5210    242
 407     3.9      1661  842.4   6.4 100.0   6.4  85   9.8 280.8 24.992365 121.493464  7.18    5218    242
 408     4.3      1666  841.9   6.4 100.0   6.4  85   9.6 280.7 24.992350 121.493386  7.17    5226    242
 409     4.6      1670  841.5   6.4 100.0   6.4  86   9.4 280.7 24.992338 121.493311  7.16    5233    242
 410     3.6      1674  841.1   6.3  99.8   6.3  87   9.3 280.7 24.992328 121.493236  7.15    5240    242
 411     4.0      1678  840.7   6.3  99.7   6.3  88   9.2 280.7 24.992321 121.493161  7.13    5247    242
 412     3.6      1682  840.3   6.3  99.8   6.2  89   9.1 280.6 24.992316 121.493087  7.11    5254    242
 413     3.6      1685  840.0   6.2  99.9   6.2  90   9.0 280.6 24.992313 121.493016  7.10    5261    242
 414     2.8      1688  839.6   6.2 100.0   6.2  91   8.9 280.5 24.992310 121.492950  7.10    5267    242
 415     3.1      1691  839.3   6.2 100.0   6.2  92   8.8 280.5 24.992307 121.492887  7.09    5272    242
 416     2.7      1694  839.0   6.2 100.0   6.2  93   8.8 280.5 24.992305 121.492823  7.09    5278    242
 417     3.9      1698  838.6   6.2 100.0   6.2  94   8.7 280.5 24.992308 121.492757  7.10    5284    242
 418     3.3      1701  838.3   6.2 100.0   6.2  95   8.7 280.6 24.992314 121.492688  7.13    5290    242
 419     2.8      1704  838.0   6.3 100.0   6.3  97   8.7 280.7 24.992322 121.492617  7.16    5296    242
